lID,uID,loID,time,command
4681,77,297,2019-11-13 19:45:08,DELETE FROM Deliverables WHERE dID=972
4682,77,297,2019-11-13 19:45:24,DELETE FROM Deliverables WHERE dID=973
4683,77,298,2019-11-13 19:46:00,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES298,Draw figure showing cardiovascular parameters variation with respect to LBNP application and finalis,non-refereed conferences,Not Started,Q4 WHERE dID=974"
4684,77,298,2019-11-13 19:46:36,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES298,Draw figure showing RR and LVET variation with respect to LBNP application and finalise,non-refereed conferences,Not Started,Q4 WHERE dID=975"
4685,77,298,2019-11-13 19:47:31,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES298,Creating table with statistical analysis of Different parameters,non-refereed conferences,Not Started,Q4 WHERE dID=976"
4687,64,383,2019-11-13 19:47:44,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES383,Gain access to data,Other Low,Completed,Q2 WHERE dID=977"
4688,50,201,2019-11-13 19:47:46,DELETE FROM Deliverables WHERE dID=508
4689,50,201,2019-11-13 19:48:01,DELETE FROM Deliverables WHERE dID=193
4690,58,131,2019-11-13 19:48:06,"UPDATE LearningObjectives SET uID=58 Title=Group project Code=FR1 Blooms1=Understand Blooms2=Conceptual Notes=Description=Forming a team to work on the project ""Multi-Parameter based biosensor for ambulatory monitoring of cardiopulmonary disease"". Then Identifying the background of the team-mates and dividing the work acWHERE loID=131"
4691,50,201,2019-11-13 19:48:10,DELETE FROM LearningObjectives WHERE loID=201
4692,64,383,2019-11-13 19:48:22,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES383,Finalize variables and conduct statistical analysis,Other Low,In progress,Q3 WHERE dID=978"
4693,64,383,2019-11-13 19:48:47,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES383,Write abstract,Other Low,Not Started,Q4 WHERE dID=979"
4694,64,383,2019-11-13 19:49:00,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES383,Make poster,Other Low,Not Started,Q4 WHERE dID=980"
4695,64,383,2019-11-13 19:49:30,"UPDATE Deliverables SET Title=Gain access to data,Type=Other LowCompletion=CompletedExpectedCompletion=Q2 WHERE dID=977"
4696,77,286,2019-11-13 19:49:33,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES286,study and practice how to record ECG,Standard operating procedures,Completed,Q1 WHERE dID=981"
4697,77,286,2019-11-13 19:50:02,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES286,study and practice how to record PPG,Standard operating procedures,Completed,Q1 WHERE dID=982"
4698,77,286,2019-11-13 19:51:05,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES286,study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Standard operating procedures,Completed,Q1 WHERE dID=983"
4699,50,354,2019-11-13 19:51:10,"UPDATE Deliverables SET Title=Assist with Principles of Biosensor and their applications,Type=documented general assistance to others in the classCompletion=In progressExpectedCompletion=Q2 WHERE dID=698"
4700,77,286,2019-11-13 19:51:41,"UPDATE Deliverables SET Title=study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=983"
4701,77,286,2019-11-13 19:52:09,"UPDATE Deliverables SET Title=study and practice how to record ECG,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=981"
4703,77,286,2019-11-13 19:52:25,"UPDATE Deliverables SET Title=study and practice how to record PPG,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=982"
4704,77,286,2019-11-13 19:52:39,"UPDATE Deliverables SET Title=study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=983"
4705,64,365,2019-11-13 19:52:46,DELETE FROM Deliverables WHERE dID=818
4706,64,365,2019-11-13 19:52:56,DELETE FROM Deliverables WHERE dID=819
4707,64,365,2019-11-13 19:53:02,DELETE FROM Deliverables WHERE dID=905
4708,64,365,2019-11-13 19:53:09,DELETE FROM Deliverables WHERE dID=906
4709,50,204,2019-11-13 19:53:17,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES204,Take Digital Signal Processing course on Udemy,Homework,In progress,Q3 WHERE dID=984"
4710,64,365,2019-11-13 19:53:18,DELETE FROM Deliverables WHERE dID=907
4711,64,365,2019-11-13 19:53:22,DELETE FROM LearningObjectives WHERE loID=365
4712,40,276,2019-11-13 19:53:30,"UPDATE Deliverables SET Title=If possible hands on experience with usage of ANSYS software for Antenna design,Type=Standard operating proceduresCompletion=Not StartedExpectedCompletion=Q4 WHERE dID=431"
4713,77,162,2019-11-13 19:53:30,DELETE FROM Deliverables WHERE dID=953
4714,40,276,2019-11-13 19:54:46,DELETE FROM Deliverables WHERE dID=423
4715,50,204,2019-11-13 19:55:06,UPDATE LearningObjectives SET uID=50 Title=Computer Simulation Skills Code=DSK2 Blooms1=Evaluate Blooms2=Procedural Notes=Description=Learn computer simulation LABVIEW and COMSOL for design purposes from teammates.WHERE loID=204
4716,64,385,2019-11-13 19:56:11,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 64,Great Plains IDEA Clinical and Translation Pilot Program Grant,PC4,Create,Metacognitive,,"
4717,50,203,2019-11-13 19:56:16,DELETE FROM Deliverables WHERE dID=528
4718,64,385,2019-11-13 19:56:55,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES385,Submit Letter of Intent (LOI),Other High,Completed,Q2 WHERE dID=985"
4719,50,203,2019-11-13 19:58:00,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES203,Write review paper on challenges of remote monitoring of patients living with CVD,Other High,In progress,Q4 WHERE dID=986"
4720,64,385,2019-11-13 19:58:35,"UPDATE LearningObjectives SET uID=64 Title=Great Plains IDEA Clinical and Translation Pilot Program Grant Code=PC4 Blooms1=Create Blooms2=Metacognitive Notes=Description=Write and submit letter of intent (LOI).  Invited for full proposal. Submitted full proposal on 11/12/2019.  Note that I am not the principal investigator, though I was a primary author of the grant mWHERE loID=385"
4721,64,385,2019-11-13 19:59:00,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES385,Submit full proposal.,Other High,Completed,Q3 WHERE dID=987"
4722,64,385,2019-11-13 20:00:38,"UPDATE Deliverables SET Title=Submit Letter of Intent (LOI),Type=Other HighCompletion=CompletedExpectedCompletion=Q2 WHERE dID=985"
4723,64,385,2019-11-13 20:00:44,"UPDATE Deliverables SET Title=Submit full proposal.,Type=Other HighCompletion=CompletedExpectedCompletion=Q3 WHERE dID=987"
4724,40,276,2019-11-13 20:02:01,DELETE FROM Deliverables WHERE dID=427
4725,50,202,2019-11-13 20:05:39,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES202,Design circuit layout for the device prototype,Standard operating procedures,In progress,Q4 WHERE dID=988"
4726,64,385,2019-11-13 20:06:41,"UPDATE LearningObjectives SET uID=64 Title=Great Plains IDEA Clinical and Translation Pilot Program Grant Code=PC4 Blooms1=Create Blooms2=Metacognitive Notes=Description=Write and submit letter of intent (LOI).  Invited for full proposal. Submitted full proposal on 11/12/2019.  Note that I am not the principal investigator for this project, though I was a primary authWHERE loID=385"
4738,50,203,2019-11-13 20:09:30,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES203,Write and submit abstract for Graduate School Symposium,Referred conferences,Completed,Q3 WHERE dID=989"
4742,50,204,2019-11-13 20:11:46,"UPDATE Deliverables SET Title=Learn and use COMSOL (Finite Element Analysis) for material modelling,Type=Standard operating proceduresCompletion=In progressExpectedCompletion=Q4 WHERE dID=498"
4743,50,204,2019-11-13 20:12:28,"UPDATE Deliverables SET Title=Learn and use COMSOL (Finite Element Analysis) for material modelling,Type=HomeworkCompletion=In progressExpectedCompletion=Q4 WHERE dID=498"
4744,64,386,2019-11-13 20:13:09,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 64,Orthopedic Research and Education Foundation Grant,PC4,Create,Metacognitive,,"
4745,50,199,2019-11-13 20:13:24,"UPDATE Deliverables SET Title=Present poster design to class review our project idea  before the BME symposium poster presentation,Type=In-class SurveyCompletion=CompletedExpectedCompletion=Q1 WHERE dID=192"
4746,64,386,2019-11-13 20:13:56,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES386,Write and submit letter of intent.,Other High,Completed,Q3 WHERE dID=990"
4747,64,386,2019-11-13 20:14:15,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES386,Write and submit full proposal.,Other High,In progress,Q4 WHERE dID=991"
4748,64,386,2019-11-13 20:14:31,"UPDATE Deliverables SET Title=Write and submit letter of intent.,Type=Other HighCompletion=CompletedExpectedCompletion=Q3 WHERE dID=990"
4749,50,202,2019-11-13 20:15:03,"UPDATE Deliverables SET Title=Acquire and learn use of CAD software  for electronic circuit design,Type=HomeworkCompletion=In progressExpectedCompletion=Q3 WHERE dID=893"
4750,50,202,2019-11-13 20:15:33,"UPDATE Deliverables SET Title=Implement methods from class & symposium reviews and literature to develop a proposed design for the,Type=Review of others evidenceCompletion=In progressExpectedCompletion=Q2 WHERE dID=194"
4751,64,385,2019-11-13 20:15:51,"UPDATE LearningObjectives SET uID=64 Title=Great Plains IDEA Clinical and Translation Pilot Program Grant Code=PC4 Blooms1=Create Blooms2=Metacognitive Notes=Note that I am not the principal investigator for this project, though I was the primary author of the submission materials. Also note that I am only sharing the narrative and my biosketch via the linDescription=Write and submit letter of intent (LOI).  Invited for full proposal. Submitted full proposal on 11/12/2019.WHERE loID=385"
4752,50,354,2019-11-13 20:16:40,"UPDATE Deliverables SET Title=literature search on the most suitable sensing method for RR, CF & ECG,Type=Review of others evidenceCompletion=CompletedExpectedCompletion=Q2 WHERE dID=696"
4753,64,386,2019-11-13 20:16:46,"UPDATE LearningObjectives SET uID=64 Title=Orthopedic Research and Education Foundation Grant Code=PC4 Blooms1=Create Blooms2=Metacognitive Notes=Note that I am not the principal investigator, but I am the primary author of the submission materials.Description=Write and submit letter of intent (LOI).  Invited for full proposal.WHERE loID=386"
4754,50,204,2019-11-13 20:18:32,"UPDATE Deliverables SET Title=Use MATHLAB for simulation of Biomedical signals - ECG, Cough frequency,Type=HomeworkCompletion=In progressExpectedCompletion=Q3 WHERE dID=526"
4755,40,275,2019-11-13 20:18:52,DELETE FROM Deliverables WHERE dID=419
4756,64,375,2019-11-13 20:22:13,DELETE FROM Deliverables WHERE dID=904
4757,64,375,2019-11-13 20:22:53,UPDATE LearningObjectives SET uID=64 Title=Arduino/PPG Sensor Code=DSK4 Blooms1=Create Blooms2=Metacognitive Notes=Description=Learn how an Arduino works and how to program it. Learn of to use the PPG sensor with the Arduino.WHERE loID=375
4758,64,375,2019-11-13 20:23:45,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES375,Collect PPG data and graph in real time.,Other Low,In progress,Q3 WHERE dID=992"
4759,50,204,2019-11-13 20:24:19,"UPDATE Deliverables SET Title=Learn in Raspberry Pi coding skills from a group in class to be used for my PhD research,Type=Other LowCompletion=In progressExpectedCompletion=Q4 WHERE dID=196"
4760,64,364,2019-11-13 20:24:30,UPDATE LearningObjectives SET uID=64 Title=New Learning Platform Usage Code=DSK4 Blooms1=Evaluate Blooms2=Conceptual Notes=Description=Utilize course learning platforms and explore other platforms to develop ideas for my own teaching.WHERE loID=364
4761,64,364,2019-11-13 20:24:42,DELETE FROM Deliverables WHERE dID=821
4762,64,364,2019-11-13 20:24:51,DELETE FROM Deliverables WHERE dID=820
4763,64,364,2019-11-13 20:25:13,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES364,Slack,Other Low,In progress,Q1 WHERE dID=993"
4764,64,364,2019-11-13 20:25:30,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES364,Udemy,Other Low,In progress,Q1 WHERE dID=994"
4765,64,364,2019-11-13 20:25:53,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES364,Flipgrid,Other Low,In progress,Q1 WHERE dID=995"
4766,64,364,2019-11-13 20:26:18,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES364,Prezi,Other Low,In progress,Q1 WHERE dID=996"
4767,64,364,2019-11-13 20:26:25,UPDATE LearningObjectives SET uID=64 Title=New Learning Platform Code=DSK4 Blooms1=Evaluate Blooms2=Conceptual Notes=Description=Utilize course learning platforms and explore other platforms to develop ideas for my own teaching.WHERE loID=364
4770,50,354,2019-11-13 20:27:33,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES354,Learn to interface sensors and process different biomedical signals using LABVIEW,Homework,In progress,Q4 WHERE dID=997"
4771,64,364,2019-11-13 20:30:16,UPDATE LearningObjectives SET uID=64 Title=New Learning Platforms Code=DSK4 Blooms1=Evaluate Blooms2=Conceptual Notes=Description=Utilize course learning platforms and explore other platforms to develop ideas for my own teaching.WHERE loID=364
4772,64,242,2019-11-13 20:30:28,DELETE FROM Deliverables WHERE dID=824
4773,64,242,2019-11-13 20:30:35,DELETE FROM Deliverables WHERE dID=811
4774,64,242,2019-11-13 20:30:40,DELETE FROM Deliverables WHERE dID=812
4775,64,242,2019-11-13 20:30:44,DELETE FROM Deliverables WHERE dID=813
4776,64,242,2019-11-13 20:30:49,DELETE FROM Deliverables WHERE dID=814
4777,64,242,2019-11-13 20:30:53,DELETE FROM Deliverables WHERE dID=815
4778,64,242,2019-11-13 20:30:56,DELETE FROM Deliverables WHERE dID=816
4779,64,242,2019-11-13 20:31:01,DELETE FROM Deliverables WHERE dID=817
4780,67,352,2019-11-13 20:31:31,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES352,Present poster at graduate symposium,Referred conferences,In progress,Q4 WHERE dID=998"
4781,64,242,2019-11-13 20:31:38,UPDATE LearningObjectives SET uID=64 Title=Inertial Measurement Units Code=DSK4 Blooms1=Create Blooms2=Metacognitive Notes=Description=Learn how to use inertial measurement units to calculate joint kinematics (e.g. knee joint flexion and extension angles).WHERE loID=242
4787,40,276,2019-11-13 20:32:49,UPDATE LearningObjectives SET uID=40 Title=Quarter - 4 Code=DSK4 Blooms1=Evaluate Blooms2=Conceptual Notes=Description=How the integrated digital data is sentWHERE loID=276
4793,64,242,2019-11-13 20:33:52,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES242,Collect IMU data using current sensors.,Other Low,Completed,Q3 WHERE dID=999"
4794,40,129,2019-11-13 20:34:05,"UPDATE Deliverables SET Title=Present the poster of the multi-sensor project at Graduate Research seminar,Type=Referred conferencesCompletion=In progressExpectedCompletion=Q4 WHERE dID=960"
4795,64,242,2019-11-13 20:34:11,"UPDATE Deliverables SET Title=Collect IMU data using current sensors.,Type=Other LowCompletion=CompletedExpectedCompletion=Q3 WHERE dID=999"
4797,50,204,2019-11-13 20:35:28,UPDATE LearningObjectives SET uID=50 Title=Computer Simulation Skills Code=MR4 Blooms1=Apply Blooms2=Conceptual Notes=Description=Learn computer simulation LABVIEW and COMSOL for design purposes from teammates.WHERE loID=204
4798,64,170,2019-11-13 20:35:40,DELETE FROM Deliverables WHERE dID=137
4799,64,170,2019-11-13 20:35:44,DELETE FROM Deliverables WHERE dID=822
4801,64,170,2019-11-13 20:35:48,DELETE FROM Deliverables WHERE dID=810
4804,64,386,2019-11-13 20:36:33,"UPDATE Deliverables SET Title=Submit Letter of Intent (LOI),Type=Other HighCompletion=CompletedExpectedCompletion=Q3 WHERE dID=990"
4805,40,130,2019-11-13 20:36:58,DELETE FROM Deliverables WHERE dID=407
4806,64,364,2019-11-13 20:37:12,UPDATE LearningObjectives SET uID=64 Title=New Learning Platforms Code=DSK4 Blooms1=Evaluate Blooms2=Conceptual Notes=Description=Utilize course learning platforms and explore other platforms to develop ideas for my own teaching methods.WHERE loID=364
4808,40,130,2019-11-13 20:37:55,"UPDATE Deliverables SET Title=Weekly analysis of my learning for the project objective,Type=Review of others evidenceCompletion=In progressExpectedCompletion=Q4 WHERE dID=284"
4809,50,202,2019-11-13 20:38:20,UPDATE LearningObjectives SET uID=50 Title=Implement the selected methods to develop a proposed design for the biosensor Code=MR5 Blooms1=Apply Blooms2=Conceptual Notes=Description=Develop a sensor design with knowledge acquired from literature search and reviews from the class and BME seminar in Quarter 1.WHERE loID=202
4814,64,387,2019-11-13 20:41:34,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 64,Teaching and Professional Service,DSK4,Create,Metacognitive,,Teaching and professional service."
4815,64,387,2019-11-13 20:42:15,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES387,Run for Northland American College of Sports Medicine North Dakota Representative Position,Other Low,In progress,Q4 WHERE dID=1000"
4816,64,387,2019-11-13 20:42:57,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES387,Teach HNES 374: Resistance Training and Cardiovascular Conditioning Methods,Other Low,In progress,Q1 WHERE dID=1001"
4817,50,199,2019-11-13 21:49:28,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES199,Understand the characteristic features of the different ECG leads and there positions,Review of others evidence,Completed,Q2 WHERE dID=1002"
4818,50,199,2019-11-13 21:55:08,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES199,Take Cardiovascular Fundamentals class on Udemy,Homework,Completed,Q1 WHERE dID=1003"
4819,50,199,2019-11-13 22:22:24,"UPDATE Deliverables SET Title=Take Cardiovascular Fundamentals class on Udemy,Type=HomeworkCompletion=CompletedExpectedCompletion=Q1 WHERE dID=1003"
4831,77,0,2019-11-14 03:34:06,Login by uID=77
4832,77,286,2019-11-14 04:34:45,"UPDATE Deliverables SET Title=study and practice how to record ECG,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=981"
4833,77,286,2019-11-14 04:35:58,"UPDATE Deliverables SET Title=study and practice how to record PPG,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=982"
4834,77,286,2019-11-14 04:36:30,"UPDATE Deliverables SET Title=study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=983"
4835,40,0,2019-11-14 08:22:44,Login by uID=40
4836,37,0,2019-11-14 09:18:06,Login by uID=37
4837,33,0,2019-11-14 09:25:57,Login by uID=33
4838,33,0,2019-11-14 09:26:55,Login by uID=33
4839,33,367,2019-11-14 10:39:33,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES367,CV Fundamentals Learning,Homework,In progress,Q4 WHERE dID=1006"
4840,33,155,2019-11-14 10:39:59,"UPDATE Deliverables SET Title=3rd Presentation Creation,Type=Other LowCompletion=CompletedExpectedCompletion=Q3 WHERE dID=862"
4841,33,155,2019-11-14 10:40:13,DELETE FROM Deliverables WHERE dID=443
4842,33,104,2019-11-14 10:40:27,"UPDATE Deliverables SET Title=Review Feedback for Presentation 2,Type=In-class SurveyCompletion=CompletedExpectedCompletion=Q3 WHERE dID=858"
4843,33,157,2019-11-14 10:40:43,"UPDATE Deliverables SET Title=New Tissue Research Tech,Type=Other MedCompletion=CompletedExpectedCompletion=Q2 WHERE dID=445"
4844,33,157,2019-11-14 10:40:53,"UPDATE Deliverables SET Title=Single Topic Composition of Paper w/o group,Type=Other MedCompletion=CompletedExpectedCompletion=Q2 WHERE dID=446"
4845,33,157,2019-11-14 10:41:14,"UPDATE Deliverables SET Title=Combine Individual Efforts into a Paper,Type=Refereed journal manuscriptsCompletion=In progressExpectedCompletion=Q3 WHERE dID=123"
4846,33,156,2019-11-14 10:41:29,"UPDATE Deliverables SET Title=Development of Final Summarized Presentation of Subject,Type=Other MedCompletion=In progressExpectedCompletion=Q3 WHERE dID=444"
4847,33,156,2019-11-14 10:42:03,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES156,Submission To Prof.,Other High,In progress,Q3 WHERE dID=1007"
4848,33,104,2019-11-14 10:42:20,"UPDATE Deliverables SET Title=3rd Presentation,Type=Other LowCompletion=CompletedExpectedCompletion=Q3 WHERE dID=441"
4849,33,104,2019-11-14 10:42:31,"UPDATE Deliverables SET Title=Listening to Presentations 3,Type=In-class SurveyCompletion=CompletedExpectedCompletion=Q3 WHERE dID=860"
4850,33,367,2019-11-14 10:44:18,DELETE FROM Deliverables WHERE dID=830
4851,33,367,2019-11-14 10:44:24,DELETE FROM Deliverables WHERE dID=831
4852,33,156,2019-11-14 10:44:49,"UPDATE Deliverables SET Title=Practice Presentation,Type=Other MedCompletion=Not StartedExpectedCompletion=Q4 WHERE dID=735"
4853,33,367,2019-11-14 10:45:42,"UPDATE Deliverables SET Title=Chapter Reading 4,Type=HomeworkCompletion=CompletedExpectedCompletion=Q3 WHERE dID=835"
4854,33,367,2019-11-14 10:45:52,"UPDATE Deliverables SET Title=Chapter Reading 3,Type=HomeworkCompletion=Not StartedExpectedCompletion=Q3 WHERE dID=834"
4855,33,367,2019-11-14 10:46:01,"UPDATE Deliverables SET Title=Chapter Reading 6,Type=HomeworkCompletion=Not StartedExpectedCompletion=Q4 WHERE dID=855"
4856,33,367,2019-11-14 10:46:10,"UPDATE Deliverables SET Title=Chapter Reading 3,Type=HomeworkCompletion=Not StartedExpectedCompletion=Q4 WHERE dID=834"
4857,78,0,2019-11-14 09:48:55,Login by uID=78
4858,62,0,2019-11-14 09:54:53,Login by uID=62
4860,62,388,2019-11-14 11:06:54,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 62,Learn Fundamentals Of CardiVascular System,DSK0,Understand,Conceptual,,Learn the Chapters of Cardiovascular system and Demonstrate them."
4862,62,388,2019-11-14 11:07:57,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES388,Chapter 1,Homework,Completed,Q1 WHERE dID=1008"
4863,62,388,2019-11-14 11:08:25,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES388,Chapter 2,Homework,Completed,Q1 WHERE dID=1009"
4864,62,388,2019-11-14 11:08:49,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES388,Chapter 3,Homework,Completed,Q2 WHERE dID=1010"
4869,37,166,2019-11-14 11:50:51,UPDATE LearningObjectives SET uID=37 Title=Learn CV fundamentals. Code=DSK1 Blooms1=Understand Blooms2=Conceptual Notes=I commit to answering as many questions as I ask in a given chapter. Pranjal and I will submit an abstract to the 2020 RMBS.Description=I'll show understanding by asking relevant questions about the chapter readings. I'll show understanding by demonstrating knowledge in a paper abstract submitted to the 2020 RMBS.WHERE loID=166
4870,37,166,2019-11-14 11:51:37,UPDATE LearningObjectives SET uID=37 Title=Learn CV fundamental concepts. Code=DSK1 Blooms1=Understand Blooms2=Conceptual Notes=I commit to answering as many questions as I ask in a given chapter. Pranjal and I will submit an abstract to the 2020 RMBS. We will submit a full paper if admitted to the conference.Description=I'll show understanding by asking relevant questions about the chapter readings. I'll show understanding by demonstrating knowledge in a paper abstract submitted to the 2020 RMBS.WHERE loID=166
4873,69,0,2019-11-14 11:23:34,Login by uID=69
4879,75,0,2019-11-14 12:30:42,Login by uID=75
4882,40,0,2019-11-14 12:34:47,Login by uID=40
4883,37,0,2019-11-14 12:34:48,Login by uID=37
4884,52,0,2019-11-14 12:34:51,Login by uID=52
4885,46,0,2019-11-14 12:34:53,Login by uID=46
4886,43,0,2019-11-14 12:35:05,Login by uID=43
4887,40,128,2019-11-14 13:35:11,"UPDATE LearningObjectives SET uID=40 Title=What i want to learn from class Code=DSK0 Blooms1=Understand Blooms2=Conceptual Notes=I want to know the anatomy and electrical functioning of the heart and how to analyze these using sensors.Description=Anatomy, Physiology and working principle of heart, its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased conditionWHERE loID=128"
4888,43,0,2019-11-14 12:35:16,Login by uID=43
4889,37,166,2019-11-14 13:35:35,UPDATE LearningObjectives SET uID=37 Title=Learn CV fundamental concepts. Code=DSK0 Blooms1=Understand Blooms2=Conceptual Notes=I commit to answering as many questions as I ask in a given chapter. Pranjal and I will submit an abstract to the 2020 RMBS. We will submit a full paper if admitted to the conference.Description=I'll show understanding by asking relevant questions about the chapter readings. I'll show understanding by demonstrating knowledge in a paper abstract submitted to the 2020 RMBS.WHERE loID=166
4891,43,389,2019-11-14 13:36:04,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 43,Fundamentals of Cardiovascular Topics,DSK0,,,,"
4892,52,390,2019-11-14 13:36:41,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 52,Demonstrate that you know the fundamental CV concepts,DSK0,Remember,Factual,,"
4893,52,390,2019-11-14 13:37:18,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES390,Cardiovascular cycle notes,Homework,In progress,Q2 WHERE dID=1012"
4894,75,391,2019-11-14 13:37:23,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 75,Understand fundamental CV concepts and heart failure,DSK0,Understand,Conceptual,,Use class and external materials to learn fundamental CV concepts, understand heart failure, and relate that knowledge to the ACG detection of heart failure project"
4896,75,391,2019-11-14 13:38:10,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES391,Understand functional block diagram of CV system,Homework,Completed,Q1 WHERE dID=1014"
4898,52,390,2019-11-14 13:38:33,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES390,Arterial system,Homework,Not Started,Q4 WHERE dID=1016"
4899,52,390,2019-11-14 13:38:51,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES390,Time Domain,Homework,In progress,Q3 WHERE dID=1017"
4901,75,391,2019-11-14 13:39:09,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES391,Understand how pressure volume loop changes during heart failure,Other Low,Completed,Q2 WHERE dID=1018"
4902,75,391,2019-11-14 13:39:30,"UPDATE Deliverables SET Title=Understand how pressure volume loop changes during heart failure,Type=Other LowCompletion=CompletedExpectedCompletion=Q3 WHERE dID=1018"
4903,43,389,2019-11-14 13:40:40,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES389,Functional Block Diagram,Review of others evidence,In progress,Q4 WHERE dID=1019"
4904,75,391,2019-11-14 13:40:42,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES391,Relate pressure volume loop changes during heart failure to ACG changes,Other Low,Not Started,Q4 WHERE dID=1020"
4905,52,0,2019-11-14 12:41:15,Login by uID=52
4906,43,389,2019-11-14 13:41:15,UPDATE LearningObjectives SET uID=43 Title=Fundamentals of Cardiovascular Topics (5 pillars of CV) Code=DSK0 Blooms1= Blooms2= Notes=Description=WHERE loID=389
4907,75,391,2019-11-14 13:41:16,"UPDATE Deliverables SET Title=Understand CV fundamentals,Type=documented general assistance to others in the classCompletion=CompletedExpectedCompletion=Q1 WHERE dID=1014"
