User Number,Date Time,Year,Token Number,Text 1,Text 2,Text 3,Text 4,Text Concat
115,2020-09-17 11:14:56,2020,163,Udemy completion ,Going through the Udemy course: Intro to Cardiovascular Engineering I I've learned the following objectives of concepts required for success in Cardiovascular Engineering I class culture learning objectives external evidence and project management.,A screen image that includes a message of course completion as well as user profile to show that I actually did it. ***Tried to change link so it's more accessible.***, evidence2=https://ndusbpos-my.sharepoint.com/:i:/g/personal/brianna_faul_ndus_edu/ERfvAj_ucQxIgklnOeNRy3YBVhkJk0pbTjokkGk5VP3Paw?e=CxNaQh,Udemy completion  Going through the Udemy course: Intro to Cardiovascular Engineering I I've learned the following objectives of concepts required for success in Cardiovascular Engineering I class culture learning objectives external evidence and project management. A screen image that includes a message of course completion as well as user profile to show that I actually did it. ***Tried to change link so it's more accessible.***
109,2020-09-17 12:00:23,2020,219,Functional block diagram,I will gain an understanding of the cardiovascular system by utilizing a FBD of the heart.,I will post a video of me talking through the steps of the FBD for the heart.,,Functional block diagram I will gain an understanding of the cardiovascular system by utilizing a FBD of the heart. I will post a video of me talking through the steps of the FBD for the heart.
123,2020-09-17 12:09:24,2020,179,Udemy Completion,The introduction of the course via the Udemy Portal,Url of screen shot and notes. Make sure to request access to the G-Drive if you don"t have it already, evidence2=https://drive.google.com/file/d/1Z8YAQiTSz33p_SR0uSvLyUAOTDAnkzoX/view?usp=sharing,Udemy Completion The introduction of the course via the Udemy Portal Url of screen shot and notes. Make sure to request access to the G-Drive if you don"t have it already
121,2020-09-17 12:48:34,2020,220,existing ICD technologies,i will find out what technology already exists on this topic and read some research from scholarly journals,links to scholarly sources,,existing ICD technologies i will find out what technology already exists on this topic and read some research from scholarly journals links to scholarly sources
135,2020-09-17 15:48:51,2020,221,Biosensors,I will learn about how biosensors work and what ,,,Biosensors I will learn about how biosensors work and what  
121,2020-09-17 17:20:20,2020,222,interview ,we have scheduled an interview with someone who currently has an ICD,transcript and consent form,,interview  we have scheduled an interview with someone who currently has an ICD transcript and consent form
139,2020-09-17 17:20:29,2020,223,Interview ICD user,Get a good understanding of potential issues an ICD user has experienced with current implementations of ICD's.,Voice recording of interview.,,Interview ICD user Get a good understanding of potential issues an ICD user has experienced with current implementations of ICD's. Voice recording of interview.
122,2020-09-17 17:21:06,2020,224,Interview With someone who has an IDC,I will help conduct an interview with a person who has an ICD (Implantable Cardioverter Defibrillator) to further our groups knowledge ,Transcription of recording,,Interview With someone who has an IDC I will help conduct an interview with a person who has an ICD (Implantable Cardioverter Defibrillator) to further our groups knowledge  Transcription of recording
121,2020-09-17 17:21:48,2020,225,interview prep work,write up consent form and interview questions,form and questions,,interview prep work write up consent form and interview questions form and questions
120,2020-09-17 17:22:57,2020,226,Interview prep work,I will help conduct an interview to help the group learn about a living with an ICD. We will learn the ethics of interviewing how to type up a consent form.,Questions to be asked consent forms,,Interview prep work I will help conduct an interview to help the group learn about a living with an ICD. We will learn the ethics of interviewing how to type up a consent form. Questions to be asked consent forms
122,2020-09-17 17:23:38,2020,227,Preparation for interview,I will get a better knowledge of how to prepare for an interview and how to construct a legal document for consent. ,I will include all prep work for the interview our group is conducting including questions and topics.,,Preparation for interview I will get a better knowledge of how to prepare for an interview and how to construct a legal document for consent.  I will include all prep work for the interview our group is conducting including questions and topics.
108,2020-09-20 10:43:11,2020,228,Arterial system,Human arterial system: Components their function and working principle,Provide a video that explains my sketch note about all defined info.,,Arterial system Human arterial system: Components their function and working principle Provide a video that explains my sketch note about all defined info.
106,2020-09-21 13:25:10,2020,229,Cardiopulmonary Diseases,I will learn about the symptoms and causes of cardiopulmonary diseases and what the major concerns are in regards to the diseases.,I will do a voice-over discussing the importance of the diseases and what I think are important elements that relate to the class.,,Cardiopulmonary Diseases I will learn about the symptoms and causes of cardiopulmonary diseases and what the major concerns are in regards to the diseases. I will do a voice-over discussing the importance of the diseases and what I think are important elements that relate to the class.
121,2020-09-21 18:26:45,2020,187,understand defibrillators ,i will gain background knowledge on common defibrillators in order to move into the ICDs in our project,link to a good source of research, evidence2=https://www.nhlbi.nih.gov/health-topics/defibrillators#:~:text=Defibrillators%20are%20devices%20that%20restoreif%20the%20heart%20suddenly%20stops.,understand defibrillators  i will gain background knowledge on common defibrillators in order to move into the ICDs in our project link to a good source of research
141,2020-09-21 20:20:16,2020,168,Arterial system,Will be learning. and studying the various muscular structures. of the heart,Will be providing a screen shot of the Muscular structures of the heart, evidence2=,Arterial system Will be learning. and studying the various muscular structures. of the heart Will be providing a screen shot of the Muscular structures of the heart
141,2020-09-21 21:14:46,2020,169,Functional Block Diagram,Will draw and label the functional block diagram and will use the functional block diagram to explain how the heart aids in the transport of blood to various parts of the Body.,Will Provide a screen shot of the functional block diagram, evidence2=,Functional Block Diagram Will draw and label the functional block diagram and will use the functional block diagram to explain how the heart aids in the transport of blood to various parts of the Body. Will Provide a screen shot of the functional block diagram
141,2020-09-21 21:24:31,2020,199,Udemy course completion,Introductory module required to take Cardio I. will learn key concepts which will prepare me for Cardio V Engineering . ,Will Provide screen shot or url to show completion of course, evidence2=,Udemy course completion Introductory module required to take Cardio I. will learn key concepts which will prepare me for Cardio V Engineering .  Will Provide screen shot or url to show completion of course
117,2020-09-21 21:44:54,2020,230,Udemy Course Completion,I will learn the key concepts of Cardiovascular Engineering.,I will provide a screenshot of the course completion.,,Udemy Course Completion I will learn the key concepts of Cardiovascular Engineering. I will provide a screenshot of the course completion.
119,2020-09-21 22:59:18,2020,231,Simulink equations,Implemented new knowledge of Simulink to model equations for part of our project,Will include a screenshot of work I have completed in simulink,,Simulink equations Implemented new knowledge of Simulink to model equations for part of our project Will include a screenshot of work I have completed in simulink
124,2020-09-22 11:14:16,2020,232,Functional block diagram,I will learn what a FBD is what it represents and how the system flows through each compartment valve and major vessel.,I will provide a link to a flip grid video which contains a voiceover of me creating the FBD and talking through the direction of flow. ,,Functional block diagram I will learn what a FBD is what it represents and how the system flows through each compartment valve and major vessel. I will provide a link to a flip grid video which contains a voiceover of me creating the FBD and talking through the direction of flow. 
124,2020-09-22 11:16:42,2020,233,Congestive Heart Failure,I will learn the basics of CHF: what the disease is common causes/risk factors symptoms/signs and how this relates to the class.,I will provide a document written in my own words with a description of the mentioned topics.,,Congestive Heart Failure I will learn the basics of CHF: what the disease is common causes/risk factors symptoms/signs and how this relates to the class. I will provide a document written in my own words with a description of the mentioned topics.
130,2020-09-22 12:37:10,2020,234,Functional block diagram,I will display how blood circulates through the heart using the FBD we reviewed in class.,Will submit a link to flip grid of me explaining my FBD,,Functional block diagram I will display how blood circulates through the heart using the FBD we reviewed in class. Will submit a link to flip grid of me explaining my FBD
121,2020-09-22 12:38:55,2020,235,udemy,i realized i never made a token for the udemy,ill send a picture of the notes i took during udemy,,udemy i realized i never made a token for the udemy ill send a picture of the notes i took during udemy
123,2020-09-22 12:42:48,2020,151,PV loops/time domain,I will learn the fundamental principle regarding PV loops/time domain.,I will provide a descriptive PDF that outlines what a PV loop is an image with labeled parts equation if applicable units and an industry application request access if you cant view the file., evidence2=https://drive.google.com/file/d/1yvPFd4ywgsPWyKmk0qa-ff1x1V9RkoqF/view?usp=sharing,PV loops/time domain I will learn the fundamental principle regarding PV loops/time domain. I will provide a descriptive PDF that outlines what a PV loop is an image with labeled parts equation if applicable units and an industry application request access if you cant view the file.
123,2020-09-22 12:44:28,2020,150,Functional block diagram,I will show how Simulink can be used to make a functional block diagram that can represent a multitude of systems,I will provide several screen shots of the block diagram and scopes of signals as proof of work. Request access if you don't have access, evidence2=https://drive.google.com/file/d/17Vv5XKydk7Xth_hTI0lEJG0WFOK_xLng/view?usp=sharing,Functional block diagram I will show how Simulink can be used to make a functional block diagram that can represent a multitude of systems I will provide several screen shots of the block diagram and scopes of signals as proof of work. Request access if you don't have access
105,2020-09-22 16:08:36,2020,236,Cardio Pulmonary Disease - emphysema,I will learn what this disease is what it effects and how it can be monitored/diagnosed.,I will write a summary about this disease what it effects and how it can be monitored/diagnosed.,,Cardio Pulmonary Disease - emphysema I will learn what this disease is what it effects and how it can be monitored/diagnosed. I will write a summary about this disease what it effects and how it can be monitored/diagnosed.
124,2020-09-22 16:08:59,2020,237,Functional block diagram,I will take what I learned about congestive heart failure for my project and connect it to the FBD.,I will provide the link to a flip grid video containing a section of my in-class presentation that connects my project to the FBD.,,Functional block diagram I will take what I learned about congestive heart failure for my project and connect it to the FBD. I will provide the link to a flip grid video containing a section of my in-class presentation that connects my project to the FBD.
105,2020-09-22 16:14:57,2020,238,Cardiovascular Disease - Congestive Heart Failure,I will learn about CHF in general as well as the demographics that are typically affects. Also how this is diagnosed and how it could be monitored and what things will change throughout the course of the disease.,I will write a summary of CHF in general as well as the demographics that are typically affects. Also how this is diagnosed and how it could be monitored and what things will change throughout the course of the disease.,,Cardiovascular Disease - Congestive Heart Failure I will learn about CHF in general as well as the demographics that are typically affects. Also how this is diagnosed and how it could be monitored and what things will change throughout the course of the disease. I will write a summary of CHF in general as well as the demographics that are typically affects. Also how this is diagnosed and how it could be monitored and what things will change throughout the course of the disease.
111,2020-09-23 01:41:02,2020,239,Functional block diagram,Using the knowledge of Functional Block Diagrams in class I've recorded a video presentation that details me drawing out the FBD of the Coronary Blood Circulation and talking over to explain each aspect of blood flow and the major compartments of the system. I've been able to learn what a FBD is and how it can apply to systems such as blood flow in the cardiovascular system. This video will then be uploaded to FlipGrid. ,https://flipgrid.com/7c7dd64fI will provide a link to the FlipGrid video I've filmed of me explaining and presenting my knowledge! ,,Functional block diagram Using the knowledge of Functional Block Diagrams in class I've recorded a video presentation that details me drawing out the FBD of the Coronary Blood Circulation and talking over to explain each aspect of blood flow and the major compartments of the system. I've been able to learn what a FBD is and how it can apply to systems such as blood flow in the cardiovascular system. This video will then be uploaded to FlipGrid.  https://flipgrid.com/7c7dd64fI will provide a link to the FlipGrid video I've filmed of me explaining and presenting my knowledge! 
108,2020-09-23 05:44:13,2020,240,Cardiopulmonary disease,For my project:I learn about COPD and Chronic bronchitis. Diagnosis of lung diseases (Spirometer) and the lung model. ,I will use a note to explain about Lung model and how the spirometer works to detect the lung diseases and a slide to give a review about COPD and Chronic bronchitis.,,Cardiopulmonary disease For my project:I learn about COPD and Chronic bronchitis. Diagnosis of lung diseases (Spirometer) and the lung model.  I will use a note to explain about Lung model and how the spirometer works to detect the lung diseases and a slide to give a review about COPD and Chronic bronchitis.
108,2020-09-23 05:49:34,2020,241,Congestive Heart Failure,I will learn about the symptoms  causes stages and treatment of CHF.,I will provide a sketch note which describes all information I have learned about CHF.  ,,Congestive Heart Failure I will learn about the symptoms  causes stages and treatment of CHF. I will provide a sketch note which describes all information I have learned about CHF.  
106,2020-09-23 10:00:11,2020,242,Congestive Heart Failure,I will learn about the symptoms causes and treatments of the diseases,I will talk through the disease and I will relate it to the project that I am working on.,,Congestive Heart Failure I will learn about the symptoms causes and treatments of the diseases I will talk through the disease and I will relate it to the project that I am working on.
106,2020-09-23 10:00:37,2020,242,Congestive Heart Failure,I will learn about the symptoms causes and treatments of the diseases,I will talk through the disease by doing a voice-over on my notes., evidence2=,Congestive Heart Failure I will learn about the symptoms causes and treatments of the diseases I will talk through the disease by doing a voice-over on my notes.
110,2020-09-23 14:28:08,2020,130,Functional block diagram-Blood Flow,I will apply a functional block diagram and how it relates to CV by explaining the blood flow throughout the heart.,I've made a flipgrid of the bloodflow learned in class. It goes through the parts of the heart and explains its flow. , evidence2=https://flipgrid.com/fe0b4417,Functional block diagram-Blood Flow I will apply a functional block diagram and how it relates to CV by explaining the blood flow throughout the heart. I've made a flipgrid of the bloodflow learned in class. It goes through the parts of the heart and explains its flow. 
110,2020-09-23 14:30:15,2020,243,Functional block diagram-Blood Flow,I will do some preliminary research on how the functional block diagram blood flow applies to my project group,I will make a flipgrid to explain the correlations of the blood flow functional block diagram and its connection to the aerosols team project. ,,Functional block diagram-Blood Flow I will do some preliminary research on how the functional block diagram blood flow applies to my project group I will make a flipgrid to explain the correlations of the blood flow functional block diagram and its connection to the aerosols team project. 
125,2020-09-23 15:37:18,2020,244,Functional block diagram,I will create a diagram of the blood flow functional block diagram and do a voice over/video as an explanation,Projected evidence: video explanation ,,Functional block diagram I will create a diagram of the blood flow functional block diagram and do a voice over/video as an explanation Projected evidence: video explanation 
125,2020-09-23 15:40:59,2020,245,CHF ,I will create an in depth explanation of CHF with definitions diagrams and anything else to be understandable to anyone who reads it.,Projected evidence: Document in my own writing with my own drawn diagrams,,CHF  I will create an in depth explanation of CHF with definitions diagrams and anything else to be understandable to anyone who reads it. Projected evidence: Document in my own writing with my own drawn diagrams
125,2020-09-23 15:42:35,2020,246,Functional block diagram,I will explain the functional block diagram and how it correlates to my project which is creating a biosensor for CHF diagnosed patients in the geriatric age group,Projected evidence: video,,Functional block diagram I will explain the functional block diagram and how it correlates to my project which is creating a biosensor for CHF diagnosed patients in the geriatric age group Projected evidence: video
106,2020-09-23 16:52:18,2020,247,Functional block diagram,I will learn how the functional block diagram connects to my project.,I will provide a video of me explaining a functional block diagram of a biosensor device and relaying some of the specifics of the device.,,Functional block diagram I will learn how the functional block diagram connects to my project. I will provide a video of me explaining a functional block diagram of a biosensor device and relaying some of the specifics of the device.
130,2020-09-24 10:46:20,2020,234,Functional block diagram,I will display how blood circulates through the heart using the FBD we reviewed in class.,Will submit a link to flip grid of me explaining my FBD. , evidence2=https://flipgrid.com/72f5eb1d,Functional block diagram I will display how blood circulates through the heart using the FBD we reviewed in class. Will submit a link to flip grid of me explaining my FBD. 
111,2020-09-24 12:34:02,2020,239,Functional block diagram,Using the knowledge of Functional Block Diagrams in class I've recorded a video presentation that details me drawing out the FBD of the Coronary Blood Circulation and talking over to explain each aspect of blood flow and the major compartments of the system. I've been able to learn what a FBD is and how it can apply to systems such as blood flow in the cardiovascular system. This video will then be uploaded to FlipGrid. ,I will provide a link to the FlipGrid video I've filmed of me drawing explaining and presenting my knowledge! , evidence2=https://flipgrid.com/7c7dd64f,Functional block diagram Using the knowledge of Functional Block Diagrams in class I've recorded a video presentation that details me drawing out the FBD of the Coronary Blood Circulation and talking over to explain each aspect of blood flow and the major compartments of the system. I've been able to learn what a FBD is and how it can apply to systems such as blood flow in the cardiovascular system. This video will then be uploaded to FlipGrid.  I will provide a link to the FlipGrid video I've filmed of me drawing explaining and presenting my knowledge! 
110,2020-09-24 13:07:58,2020,248,ECG,I will learn about electrocardio diagram by watching youtube videos and reading articles. ,I will write up a summary about my findings and make a flipgrid to share my findings.,,ECG I will learn about electrocardio diagram by watching youtube videos and reading articles.  I will write up a summary about my findings and make a flipgrid to share my findings.
110,2020-09-24 13:09:29,2020,249,Arterial system,I will learn about the arterial system by watching youtube videos and reading articles. ,I will make a summary and a flipgrid to explain my findings and what i've learned.,,Arterial system I will learn about the arterial system by watching youtube videos and reading articles.  I will make a summary and a flipgrid to explain my findings and what i've learned.
116,2020-09-24 23:26:59,2020,250,Congestive Heart Failure,What is Congestive heart Failure its symptoms how it's diagnosed causes and types of CHF,I will prepare a Microsoft word document of what I learned,,Congestive Heart Failure What is Congestive heart Failure its symptoms how it's diagnosed causes and types of CHF I will prepare a Microsoft word document of what I learned
99,2020-09-25 11:08:34,2020,140,Udemy Intro,Learned the basics of project management how tokens work and other basic principles of the class.,https://drive.google.com/file/d/1NxmSq1sQOjLH_ADl_ILu8Dh_n3q-PBdY/view?usp=sharing, evidence2=,Udemy Intro Learned the basics of project management how tokens work and other basic principles of the class. https://drive.google.com/file/d/1NxmSq1sQOjLH_ADl_ILu8Dh_n3q-PBdY/view?usp=sharing
106,2020-09-25 15:35:49,2020,251,R and C principles,I will learn about the R and C principles to understand how they are related and what the importance is in regard to the cardiovascular system.,I will provide a video of me talking through the concept,,R and C principles I will learn about the R and C principles to understand how they are related and what the importance is in regard to the cardiovascular system. I will provide a video of me talking through the concept
140,2020-09-27 11:58:59,2020,252,Functional block diagram,I will learn the FBD and all of the components that are apart of it mentioned in class. ,I will provide a flipgrid video of me explaining the FBD.,,Functional block diagram I will learn the FBD and all of the components that are apart of it mentioned in class.  I will provide a flipgrid video of me explaining the FBD.
140,2020-09-27 12:00:11,2020,253,Functional block diagram,I will learn how the FBD applies to my research project. ,I will make a fligrid and demonstrate how the concept of the FBD can help me and my group in our project. ,,Functional block diagram I will learn how the FBD applies to my research project.  I will make a fligrid and demonstrate how the concept of the FBD can help me and my group in our project. 
125,2020-09-28 12:48:36,2020,245,CHF ,I will research what congestive heart failure entails in terms of generalities symptoms and treatments. To display what I learned I will share my hand written notes and thoughts on this disease.,Document of my research and notes on what I have found, evidence2=,CHF  I will research what congestive heart failure entails in terms of generalities symptoms and treatments. To display what I learned I will share my hand written notes and thoughts on this disease. Document of my research and notes on what I have found
125,2020-09-28 12:48:58,2020,244,Functional block diagram,I will create a diagram of the blood flow functional block diagram and do a voice over/video as an explanation,Flipgrid, evidence2=,Functional block diagram I will create a diagram of the blood flow functional block diagram and do a voice over/video as an explanation Flipgrid
125,2020-09-28 12:49:11,2020,246,Functional block diagram,I will explain the functional block diagram and how it correlates to my project which is creating a biosensor for CHF diagnosed patients in the geriatric age group,flipgrid, evidence2=,Functional block diagram I will explain the functional block diagram and how it correlates to my project which is creating a biosensor for CHF diagnosed patients in the geriatric age group flipgrid
108,2020-09-28 17:21:34,2020,133,ECG,ECG waveform and their origins,I will draw about the figure which describes how it occurs and the activity of the heart associated with the ECG waveform, evidence2=,ECG ECG waveform and their origins I will draw about the figure which describes how it occurs and the activity of the heart associated with the ECG waveform
107,2020-09-28 20:40:17,2020,254,Udemy Completion,I will learn what it takes to be successful for this cardio class.,I will provide a screenshot showing the completion.,,Udemy Completion I will learn what it takes to be successful for this cardio class. I will provide a screenshot showing the completion.
107,2020-09-28 20:43:52,2020,255,Function Block Diagram,I will obtain knowledge of the cardiovascular system through using the function block diagram of the heart.,I will make a video of me explaining the steps of the functional block diagram of the heart.,,Function Block Diagram I will obtain knowledge of the cardiovascular system through using the function block diagram of the heart. I will make a video of me explaining the steps of the functional block diagram of the heart.
123,2020-09-29 10:17:45,2020,150,Functional block diagram,I will show how Simulink can be used to make a functional block diagram that can represent a multitude of systems,Flipgrid video giving an overview of the FBD, evidence2=https://flipgrid.com/s/5d2f82d2b06b,Functional block diagram I will show how Simulink can be used to make a functional block diagram that can represent a multitude of systems Flipgrid video giving an overview of the FBD
123,2020-09-29 10:22:19,2020,179,Udemy Completion,The introduction of the course via the Udemy Portal,Hopefully a functioning G-Drive link. , evidence2=https://drive.google.com/file/d/13ld01qpLy2XujZT3KUeSZGCpBJQp2aaa/view?usp=sharing,Udemy Completion The introduction of the course via the Udemy Portal Hopefully a functioning G-Drive link. 
123,2020-09-29 10:52:00,2020,256,DOK II FBD,I will relate how FBD fits into the teams innovation. This will include a flip grid video. ,https://flipgrid.com/s/f15bf7c4bfb4,,DOK II FBD I will relate how FBD fits into the teams innovation. This will include a flip grid video.  https://flipgrid.com/s/f15bf7c4bfb4
104,2020-09-29 11:13:50,2020,257,Functional block diagram ,I will go over a FBD of the cardiovascular system.,I will upload a video and create a link for it.,,Functional block diagram  I will go over a FBD of the cardiovascular system. I will upload a video and create a link for it.
108,2020-09-29 11:33:32,2020,241,Congestive Heart Failure,I will learn about the symptoms causes stages and treatment of CHF.,I will provide a sketch note which describes all information I have learned about CHF.  , evidence2=,Congestive Heart Failure I will learn about the symptoms causes stages and treatment of CHF. I will provide a sketch note which describes all information I have learned about CHF.  
104,2020-09-29 11:44:16,2020,257,Functional block diagram (Basic),I will go over a FBD of the cardiovascular system.,I will upload a video and create a link for it., evidence2=,Functional block diagram (Basic) I will go over a FBD of the cardiovascular system. I will upload a video and create a link for it.
108,2020-09-29 11:57:38,2020,241,Congestive Heart Failure,I will learn about the symptoms causes stages and treatment of CHF.,I will provide a note which describes all information I have learned about CHF.  , evidence2=https://drive.google.com/file/d/1UWy6reahIZmDdRQZWvsJ5x-em8ME_87v/view?usp=sharing,Congestive Heart Failure I will learn about the symptoms causes stages and treatment of CHF. I will provide a note which describes all information I have learned about CHF.  
119,2020-09-29 12:41:48,2020,231,Simulink equations,Implemented new knowledge of Simulink to model equations for part of our project,Will include a screenshot of work I have completed in simulink. As some of you can see this looks very similar to labview. It is a block coding software therefore instead of lines of code it is a more visual set up., evidence2=https://drive.google.com/file/d/1cFnuGE3HuoPF5wNCx4ztQQaz9qCMekRW/view?usp=sharing,Simulink equations Implemented new knowledge of Simulink to model equations for part of our project Will include a screenshot of work I have completed in simulink. As some of you can see this looks very similar to labview. It is a block coding software therefore instead of lines of code it is a more visual set up.
116,2020-09-29 12:43:59,2020,258,R and C concept,Resistance Compliance types of flow and pressure-volume graph related to Cardiovascular ,Video of describing the things that I learned regarding R and C concepts in the class.,,R and C concept Resistance Compliance types of flow and pressure-volume graph related to Cardiovascular  Video of describing the things that I learned regarding R and C concepts in the class.
121,2020-09-29 12:44:26,2020,132,R and C principles,i will learn what the R and C principles are all about,picture of my notes from class, evidence2=https://docs.google.com/document/d/1paef0tQ2nyq9XROFVb4xDS_uISmidD--tnS1UIkgsF0/edit,R and C principles i will learn what the R and C principles are all about picture of my notes from class
108,2020-09-29 12:47:04,2020,259,Functional block diagram,Relationship between the functional block diagram and my research topic: Congestive heart failure.,A video explained about it bases on the diagram we study in class and the definition I provide in my writing note. ,,Functional block diagram Relationship between the functional block diagram and my research topic: Congestive heart failure. A video explained about it bases on the diagram we study in class and the definition I provide in my writing note. 
106,2020-09-29 12:48:44,2020,260,Functional block diagram,I will connect the functional block diagram that was made in class to the biosensor project that I am working on,I will create a video that shows the points on the diagram that relates to the project I am working on,,Functional block diagram I will connect the functional block diagram that was made in class to the biosensor project that I am working on I will create a video that shows the points on the diagram that relates to the project I am working on
125,2020-09-29 12:50:46,2020,261,CHF ,I will demonstrate how CHF relates to my project for a cardiovascular disease biosensor and what we have decided to detect from CHF that we will use a biosensor to look for.,,,CHF  I will demonstrate how CHF relates to my project for a cardiovascular disease biosensor and what we have decided to detect from CHF that we will use a biosensor to look for. 
113,2020-09-29 12:51:13,2020,262,Congestive heart failure,I will learn about congestive heart failure and how it affects the cardiovascular system.,I will provide notes on the stages symptoms and treatments of the condition. ,,Congestive heart failure I will learn about congestive heart failure and how it affects the cardiovascular system. I will provide notes on the stages symptoms and treatments of the condition. 
125,2020-09-29 12:52:21,2020,263,R and C principles,I will do a video explaining over my notes to demonstrate my understanding of R&C principles,,,R and C principles I will do a video explaining over my notes to demonstrate my understanding of R&C principles 
125,2020-09-29 12:53:45,2020,264,R and C principles,I will do a video to explain how R & C principles apply to my project that is creating a biosensor to detect symptoms for those who are diagnosed with CHF,,,R and C principles I will do a video to explain how R & C principles apply to my project that is creating a biosensor to detect symptoms for those who are diagnosed with CHF 
137,2020-09-29 12:53:55,2020,265,Udemy Completion,The basics for this course. ,Couldn't get the certificate but I have a screenshot of "my courses" with my name and 100% course completion highlighted. ,,Udemy Completion The basics for this course.  Couldn't get the certificate but I have a screenshot of "my courses" with my name and 100% course completion highlighted. 
135,2020-09-29 12:54:20,2020,210,Functional block diagram,I will learn how the cardiovascular system works through a functional block diagram.  ,I will submit a video on Flipgrid describing the functional block diagram of the cardiovascular system with diagrams of the system. , evidence2=,Functional block diagram I will learn how the cardiovascular system works through a functional block diagram.   I will submit a video on Flipgrid describing the functional block diagram of the cardiovascular system with diagrams of the system. 
106,2020-09-29 13:00:09,2020,242,Congestive Heart Failure,I will learn about the symptoms causes and treatments of the diseases,I will provide a document that shows the notes that I took during my research., evidence2=https://docs.google.com/document/d/1m-g-KjeeqBUdLlFVZ9-fl2QdFDHJfLNpAJz7bJ1tTNo/edit?usp=sharing,Congestive Heart Failure I will learn about the symptoms causes and treatments of the diseases I will provide a document that shows the notes that I took during my research.
137,2020-09-29 13:03:41,2020,266,Functional block diagram,I display my understanding of the functional block diagram of the cardiopulmonary system.,I will create a video and post the link. ,,Functional block diagram I display my understanding of the functional block diagram of the cardiopulmonary system. I will create a video and post the link. 
137,2020-09-29 13:14:20,2020,161,Udemy Completion,The basic foundation for this course. ,Couldn't get the actual certificate so here is a screenshot with my name and the 100% course completion highlighted. , evidence2=https://drive.google.com/file/d/1J9EG4FUWyeWeaYqNlMxSIuxpLvCYP4UG/view?usp=sharing,Udemy Completion The basic foundation for this course.  Couldn't get the actual certificate so here is a screenshot with my name and the 100% course completion highlighted. 
141,2020-09-29 21:30:05,2020,168,Arterial system,Will be learning about the cardiac muscles and how they function,Will be providing a screen shot or google drive doc on Cardiac Muscles, evidence2=https://docs.google.com/document/d/1gx89dSDkO94h6tp8BMQbuG3zLHiHiWHDlpd0qOlFYeI/edit,Arterial system Will be learning about the cardiac muscles and how they function Will be providing a screen shot or google drive doc on Cardiac Muscles
141,2020-09-29 21:48:46,2020,267,Functional block diagram,Research Topic is the effect of particulate matter on the cardiovascular system. Since the Functional Block Diagram illustrates / describes the flow of blood through the cardiovascular system. With the aid of the FBD I will be establishing how particulate matter and aerosol affect the cardiovascular system and how it leads to various cardiovascular diseases.,I will support my evidence with a screenshot or URL,,Functional block diagram Research Topic is the effect of particulate matter on the cardiovascular system. Since the Functional Block Diagram illustrates / describes the flow of blood through the cardiovascular system. With the aid of the FBD I will be establishing how particulate matter and aerosol affect the cardiovascular system and how it leads to various cardiovascular diseases. I will support my evidence with a screenshot or URL
113,2020-09-29 22:36:31,2020,268,Geriatric Sensors,I will learn about geriatric sensors and how they relate to Heart Failure.,I will provide detailed notes about current geriatric sensors how they relate to heart failure and connect them to cardiovascular engineering concepts  ,,Geriatric Sensors I will learn about geriatric sensors and how they relate to Heart Failure. I will provide detailed notes about current geriatric sensors how they relate to heart failure and connect them to cardiovascular engineering concepts  
117,2020-09-29 23:07:55,2020,269,Functional Block Diagram,I will learn the importance of a functional block diagram and I will also learn how to apply this knowledge to the cardiovascular system.,I will link a video of me describing a functional block diagram.,,Functional Block Diagram I will learn the importance of a functional block diagram and I will also learn how to apply this knowledge to the cardiovascular system. I will link a video of me describing a functional block diagram.
117,2020-09-29 23:15:24,2020,270,R and C Principles,Through this I will learn how the concepts of resistance and compliance will effect the cardiovascular system.,I will upload a link where I describe the concepts of resistance and compliance.,,R and C Principles Through this I will learn how the concepts of resistance and compliance will effect the cardiovascular system. I will upload a link where I describe the concepts of resistance and compliance.
117,2020-09-29 23:27:05,2020,270,R and C Principles,Through this I will learn how the concepts of resistance and compliance will effect the cardiovascular system. In additional I will learn about all the relationships that surround these two concepts.,I will upload a link where I describe the concepts of resistance and compliance., evidence2=,R and C Principles Through this I will learn how the concepts of resistance and compliance will effect the cardiovascular system. In additional I will learn about all the relationships that surround these two concepts. I will upload a link where I describe the concepts of resistance and compliance.
100,2020-09-30 08:39:07,2020,173,Functional block diagram,How to properly create a block diagram showing the steps needed to finish a process. The evidence of my learning will be the creation of a PDF that shows what I may have learned. ,A PDF of an FBD I created. Please let me know if you are unable to view the link. , evidence2=https://1drv.ms/b/s!Aj-j3o_AS0aPg-wbwCARVM2GOxv1CA?e=136qAA,Functional block diagram How to properly create a block diagram showing the steps needed to finish a process. The evidence of my learning will be the creation of a PDF that shows what I may have learned.  A PDF of an FBD I created. Please let me know if you are unable to view the link. 
132,2020-09-30 08:51:29,2020,271,Functional Block Diagram,I will learn how blood travels through the functional block diagram.,I will make a video explaining what each part in the FBD is and how blood travels through it.,,Functional Block Diagram I will learn how blood travels through the functional block diagram. I will make a video explaining what each part in the FBD is and how blood travels through it.
130,2020-09-30 13:23:33,2020,272,Functional block diagram,I will show how blood oximeters measure oxygen in the blood in the context of the FBD.,I will record a flipgrid.,,Functional block diagram I will show how blood oximeters measure oxygen in the blood in the context of the FBD. I will record a flipgrid.
