Log Number,User Number,Action Type,Time,Year,LO Number,D Number,LO Name,LOType,Blooms1,Blooms2,Description,Deliverable Name,Deliverable Type,Progress,Quarter,Deliverable Description
4664,77,Insert Deliverable,2019-11-13 19:34:29,2019,291,966,,,,,,Developing algorithm for Detecting LF,HF and LF/HF parametes from ECG,In progress,Q3,
4667,77,Insert Deliverable,2019-11-13 19:35:49,2019,291,967,,,,,, Study of hypothesis PPG can be surrogate of ECG for Providing portable solution,non-refereed conferences,In progress,Q3,
4668,50,Login,2019-11-13 18:36:18,2019,,,,,,,,,,,,
4670,77,Insert Deliverable,2019-11-13 19:37:44,2019,292,968,,,,,,Developing algorithm for ECG and Blood pressure  analysis for finding PAT,non-refereed conferences,In progress,Q3,
4673,77,Insert Deliverable,2019-11-13 19:39:00,2019,292,969,,,,,,Blood Pressure estimation using PPG only,Other Med,In progress,Q3,
4675,77,Insert Deliverable,2019-11-13 19:40:26,2019,295,970,,,,,,Extraction of timing features from PPG like ST,DT,In progress,Q3,
4676,77,Insert Deliverable,2019-11-13 19:41:59,2019,295,971,,,,,,Extracting SA,PR,In progress,Q3,
4677,50,Login,2019-11-13 18:42:14,2019,,,,,,,,,,,,
4678,77,Insert Deliverable,2019-11-13 19:43:44,2019,297,972,,,,,,Draw figure showing RR and LVET variation with respect to LBNP application,non-refereed conferences,Not Started,Q4,
4679,58,Update Deliverable,2019-11-13 19:44:15,2019,132,99,,,,,,Conference Poster,non-refereed conferences,Completed,Q1,
4680,77,Insert Deliverable,2019-11-13 19:44:48,2019,297,973,,,,,,Draw figure showing cardiovascular parameters variation with respect to LBNP application and finalis,Other Low,Not Started,Q4,
4681,77,Delete Deliverable,2019-11-13 19:45:08,2019,297,972,,,,,,,,,,
4682,77,Delete Deliverable,2019-11-13 19:45:24,2019,297,973,,,,,,,,,,
4683,77,Insert Deliverable,2019-11-13 19:46:00,2019,298,974,,,,,,Draw figure showing cardiovascular parameters variation with respect to LBNP application and finalis,non-refereed conferences,Not Started,Q4,
4684,77,Insert Deliverable,2019-11-13 19:46:36,2019,298,975,,,,,,Draw figure showing RR and LVET variation with respect to LBNP application and finalise,non-refereed conferences,Not Started,Q4,
4685,77,Insert Deliverable,2019-11-13 19:47:31,2019,298,976,,,,,,Creating table with statistical analysis of Different parameters,non-refereed conferences,Not Started,Q4,
4687,64,Insert Deliverable,2019-11-13 19:47:44,2019,383,977,,,,,,Gain access to data,Other Low,Completed,Q2,
4688,50,Delete Deliverable,2019-11-13 19:47:46,2019,201,508,,,,,,,,,,
4689,50,Delete Deliverable,2019-11-13 19:48:01,2019,201,193,,,,,,,,,,
4690,58,Update Learning Objective,2019-11-13 19:48:06,2019,131,,Group project,FR1,Understand,Conceptual,Forming a team to work on the project "Multi-Parameter based biosensor for ambulatory monitoring of cardiopulmonary disease". Then Identifying the background of the team-mates and dividing the work ac,,,,,
4691,50,Delete Learning Objective,2019-11-13 19:48:10,2019,201,,,,,,,,,,,
4692,64,Insert Deliverable,2019-11-13 19:48:22,2019,383,978,,,,,,Finalize variables and conduct statistical analysis,Other Low,In progress,Q3,
4693,64,Insert Deliverable,2019-11-13 19:48:47,2019,383,979,,,,,,Write abstract,Other Low,Not Started,Q4,
4694,64,Insert Deliverable,2019-11-13 19:49:00,2019,383,980,,,,,,Make poster,Other Low,Not Started,Q4,
4695,64,Update Deliverable,2019-11-13 19:49:30,2019,383,977,,,,,,Gain access to data,Other Low,Completed,Q2,
4696,77,Insert Deliverable,2019-11-13 19:49:33,2019,286,981,,,,,,study and practice how to record ECG,Standard operating procedures,Completed,Q1,
4697,77,Insert Deliverable,2019-11-13 19:50:02,2019,286,982,,,,,,study and practice how to record PPG,Standard operating procedures,Completed,Q1,
4698,77,Insert Deliverable,2019-11-13 19:51:05,2019,286,983,,,,,,study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Standard operating procedures,Completed,Q1,
4699,50,Update Deliverable,2019-11-13 19:51:10,2019,354,698,,,,,,Assist with Principles of Biosensor and their applications,documented general assistance to others in the class,In progress,Q2,
4700,77,Update Deliverable,2019-11-13 19:51:41,2019,286,983,,,,,,study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Standard operating procedures,Completed,Q1,
4701,77,Update Deliverable,2019-11-13 19:52:09,2019,286,981,,,,,,study and practice how to record ECG,Standard operating procedures,Completed,Q1,
4703,77,Update Deliverable,2019-11-13 19:52:25,2019,286,982,,,,,,study and practice how to record PPG,Standard operating procedures,Completed,Q1,
4704,77,Update Deliverable,2019-11-13 19:52:39,2019,286,983,,,,,,study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Standard operating procedures,Completed,Q1,
4705,64,Delete Deliverable,2019-11-13 19:52:46,2019,365,818,,,,,,,,,,
4706,64,Delete Deliverable,2019-11-13 19:52:56,2019,365,819,,,,,,,,,,
4707,64,Delete Deliverable,2019-11-13 19:53:02,2019,365,905,,,,,,,,,,
4708,64,Delete Deliverable,2019-11-13 19:53:09,2019,365,906,,,,,,,,,,
4709,50,Insert Deliverable,2019-11-13 19:53:17,2019,204,984,,,,,,Take Digital Signal Processing course on Udemy,Homework,In progress,Q3,
4710,64,Delete Deliverable,2019-11-13 19:53:18,2019,365,907,,,,,,,,,,
4711,64,Delete Learning Objective,2019-11-13 19:53:22,2019,365,,,,,,,,,,,
4712,40,Update Deliverable,2019-11-13 19:53:30,2019,276,431,,,,,,If possible hands on experience with usage of ANSYS software for Antenna design,Standard operating procedures,Not Started,Q4,
4713,77,Delete Deliverable,2019-11-13 19:53:30,2019,162,953,,,,,,,,,,
4714,40,Delete Deliverable,2019-11-13 19:54:46,2019,276,423,,,,,,,,,,
4715,50,Update Learning Objective,2019-11-13 19:55:06,2019,204,,Computer Simulation Skills,DSK2,Evaluate,Procedural,Learn computer simulation LABVIEW and COMSOL for design purposes from teammates.,,,,,
4716,64,Insert Learning Objective,2019-11-13 19:56:11,2019,385,,Great Plains IDEA Clinical and Translation Pilot Program Grant,PC4,Create,Metacognitive,,,,,,
4717,50,Delete Deliverable,2019-11-13 19:56:16,2019,203,528,,,,,,,,,,
4718,64,Insert Deliverable,2019-11-13 19:56:55,2019,385,985,,,,,,Submit Letter of Intent (LOI),Other High,Completed,Q2,
4719,50,Insert Deliverable,2019-11-13 19:58:00,2019,203,986,,,,,,Write review paper on challenges of remote monitoring of patients living with CVD,Other High,In progress,Q4,
4720,64,Update Learning Objective,2019-11-13 19:58:35,2019,385,,Great Plains IDEA Clinical and Translation Pilot Program Grant,PC4,Create,Metacognitive,Write and submit letter of intent (LOI).  Invited for full proposal. Submitted full proposal on 11/12/2019.  Note that I am not the principal investigator though I was a primary author of the grant m,,,,,
4721,64,Insert Deliverable,2019-11-13 19:59:00,2019,385,987,,,,,,Submit full proposal.,Other High,Completed,Q3,
4722,64,Update Deliverable,2019-11-13 20:00:38,2019,385,985,,,,,,Submit Letter of Intent (LOI),Other High,Completed,Q2,
4723,64,Update Deliverable,2019-11-13 20:00:44,2019,385,987,,,,,,Submit full proposal.,Other High,Completed,Q3,
4724,40,Delete Deliverable,2019-11-13 20:02:01,2019,276,427,,,,,,,,,,
4725,50,Insert Deliverable,2019-11-13 20:05:39,2019,202,988,,,,,,Design circuit layout for the device prototype,Standard operating procedures,In progress,Q4,
4726,64,Update Learning Objective,2019-11-13 20:06:41,2019,385,,Great Plains IDEA Clinical and Translation Pilot Program Grant,PC4,Create,Metacognitive,Write and submit letter of intent (LOI).  Invited for full proposal. Submitted full proposal on 11/12/2019.  Note that I am not the principal investigator for this project though I was a primary auth,,,,,
4738,50,Insert Deliverable,2019-11-13 20:09:30,2019,203,989,,,,,,Write and submit abstract for Graduate School Symposium,Referred conferences,Completed,Q3,
4742,50,Update Deliverable,2019-11-13 20:11:46,2019,204,498,,,,,,Learn and use COMSOL (Finite Element Analysis) for material modelling,Standard operating procedures,In progress,Q4,
4743,50,Update Deliverable,2019-11-13 20:12:28,2019,204,498,,,,,,Learn and use COMSOL (Finite Element Analysis) for material modelling,Homework,In progress,Q4,
4744,64,Insert Learning Objective,2019-11-13 20:13:09,2019,386,,Orthopedic Research and Education Foundation Grant,PC4,Create,Metacognitive,,,,,,
4745,50,Update Deliverable,2019-11-13 20:13:24,2019,199,192,,,,,,Present poster design to class review our project idea  before the BME symposium poster presentation,In-class Survey,Completed,Q1,
4746,64,Insert Deliverable,2019-11-13 20:13:56,2019,386,990,,,,,,Write and submit letter of intent.,Other High,Completed,Q3,
4747,64,Insert Deliverable,2019-11-13 20:14:15,2019,386,991,,,,,,Write and submit full proposal.,Other High,In progress,Q4,
4748,64,Update Deliverable,2019-11-13 20:14:31,2019,386,990,,,,,,Write and submit letter of intent.,Other High,Completed,Q3,
4749,50,Update Deliverable,2019-11-13 20:15:03,2019,202,893,,,,,,Acquire and learn use of CAD software  for electronic circuit design,Homework,In progress,Q3,
4750,50,Update Deliverable,2019-11-13 20:15:33,2019,202,194,,,,,,Implement methods from class & symposium reviews and literature to develop a proposed design for the,Review of others evidence,In progress,Q2,
4751,64,Update Learning Objective,2019-11-13 20:15:51,2019,385,,Great Plains IDEA Clinical and Translation Pilot Program Grant,PC4,Create,Metacognitive,Write and submit letter of intent (LOI).  Invited for full proposal. Submitted full proposal on 11/12/2019.,,,,,
4752,50,Update Deliverable,2019-11-13 20:16:40,2019,354,696,,,,,,literature search on the most suitable sensing method for RR CF & ECG,Review of others evidence,Completed,Q2,
4753,64,Update Learning Objective,2019-11-13 20:16:46,2019,386,,Orthopedic Research and Education Foundation Grant,PC4,Create,Metacognitive,Write and submit letter of intent (LOI).  Invited for full proposal.,,,,,
4754,50,Update Deliverable,2019-11-13 20:18:32,2019,204,526,,,,,,Use MATHLAB for simulation of Biomedical signals - ECG Cough frequency,Homework,In progress,Q3,
4755,40,Delete Deliverable,2019-11-13 20:18:52,2019,275,419,,,,,,,,,,
4756,64,Delete Deliverable,2019-11-13 20:22:13,2019,375,904,,,,,,,,,,
4757,64,Update Learning Objective,2019-11-13 20:22:53,2019,375,,Arduino/PPG Sensor,DSK4,Create,Metacognitive,Learn how an Arduino works and how to program it. Learn of to use the PPG sensor with the Arduino.,,,,,
4758,64,Insert Deliverable,2019-11-13 20:23:45,2019,375,992,,,,,,Collect PPG data and graph in real time.,Other Low,In progress,Q3,
4759,50,Update Deliverable,2019-11-13 20:24:19,2019,204,196,,,,,,Learn in Raspberry Pi coding skills from a group in class to be used for my PhD research,Other Low,In progress,Q4,
4760,64,Update Learning Objective,2019-11-13 20:24:30,2019,364,,New Learning Platform Usage,DSK4,Evaluate,Conceptual,Utilize course learning platforms and explore other platforms to develop ideas for my own teaching.,,,,,
4761,64,Delete Deliverable,2019-11-13 20:24:42,2019,364,821,,,,,,,,,,
4762,64,Delete Deliverable,2019-11-13 20:24:51,2019,364,820,,,,,,,,,,
4763,64,Insert Deliverable,2019-11-13 20:25:13,2019,364,993,,,,,,Slack,Other Low,In progress,Q1,
4764,64,Insert Deliverable,2019-11-13 20:25:30,2019,364,994,,,,,,Udemy,Other Low,In progress,Q1,
4765,64,Insert Deliverable,2019-11-13 20:25:53,2019,364,995,,,,,,Flipgrid,Other Low,In progress,Q1,
4766,64,Insert Deliverable,2019-11-13 20:26:18,2019,364,996,,,,,,Prezi,Other Low,In progress,Q1,
4767,64,Update Learning Objective,2019-11-13 20:26:25,2019,364,,New Learning Platform,DSK4,Evaluate,Conceptual,Utilize course learning platforms and explore other platforms to develop ideas for my own teaching.,,,,,
4770,50,Insert Deliverable,2019-11-13 20:27:33,2019,354,997,,,,,,Learn to interface sensors and process different biomedical signals using LABVIEW,Homework,In progress,Q4,
4771,64,Update Learning Objective,2019-11-13 20:30:16,2019,364,,New Learning Platforms,DSK4,Evaluate,Conceptual,Utilize course learning platforms and explore other platforms to develop ideas for my own teaching.,,,,,
4772,64,Delete Deliverable,2019-11-13 20:30:28,2019,242,824,,,,,,,,,,
4773,64,Delete Deliverable,2019-11-13 20:30:35,2019,242,811,,,,,,,,,,
4774,64,Delete Deliverable,2019-11-13 20:30:40,2019,242,812,,,,,,,,,,
4775,64,Delete Deliverable,2019-11-13 20:30:44,2019,242,813,,,,,,,,,,
4776,64,Delete Deliverable,2019-11-13 20:30:49,2019,242,814,,,,,,,,,,
4777,64,Delete Deliverable,2019-11-13 20:30:53,2019,242,815,,,,,,,,,,
4778,64,Delete Deliverable,2019-11-13 20:30:56,2019,242,816,,,,,,,,,,
4779,64,Delete Deliverable,2019-11-13 20:31:01,2019,242,817,,,,,,,,,,
4780,67,Insert Deliverable,2019-11-13 20:31:31,2019,352,998,,,,,,Present poster at graduate symposium,Referred conferences,In progress,Q4,
4781,64,Update Learning Objective,2019-11-13 20:31:38,2019,242,,Inertial Measurement Units,DSK4,Create,Metacognitive,Learn how to use inertial measurement units to calculate joint kinematics (e.g. knee joint flexion and extension angles).,,,,,
4787,40,Update Learning Objective,2019-11-13 20:32:49,2019,276,,Quarter - 4,DSK4,Evaluate,Conceptual,How the integrated digital data is sent,,,,,
4793,64,Insert Deliverable,2019-11-13 20:33:52,2019,242,999,,,,,,Collect IMU data using current sensors.,Other Low,Completed,Q3,
4794,40,Update Deliverable,2019-11-13 20:34:05,2019,129,960,,,,,,Present the poster of the multi-sensor project at Graduate Research seminar,Referred conferences,In progress,Q4,
4795,64,Update Deliverable,2019-11-13 20:34:11,2019,242,999,,,,,,Collect IMU data using current sensors.,Other Low,Completed,Q3,
4797,50,Update Learning Objective,2019-11-13 20:35:28,2019,204,,Computer Simulation Skills,MR4,Apply,Conceptual,Learn computer simulation LABVIEW and COMSOL for design purposes from teammates.,,,,,
4798,64,Delete Deliverable,2019-11-13 20:35:40,2019,170,137,,,,,,,,,,
4799,64,Delete Deliverable,2019-11-13 20:35:44,2019,170,822,,,,,,,,,,
4801,64,Delete Deliverable,2019-11-13 20:35:48,2019,170,810,,,,,,,,,,
4804,64,Update Deliverable,2019-11-13 20:36:33,2019,386,990,,,,,,Submit Letter of Intent (LOI),Other High,Completed,Q3,
4805,40,Delete Deliverable,2019-11-13 20:36:58,2019,130,407,,,,,,,,,,
4806,64,Update Learning Objective,2019-11-13 20:37:12,2019,364,,New Learning Platforms,DSK4,Evaluate,Conceptual,Utilize course learning platforms and explore other platforms to develop ideas for my own teaching methods.,,,,,
4808,40,Update Deliverable,2019-11-13 20:37:55,2019,130,284,,,,,,Weekly analysis of my learning for the project objective,Review of others evidence,In progress,Q4,
4809,50,Update Learning Objective,2019-11-13 20:38:20,2019,202,,Implement the selected methods to develop a proposed design for the biosensor,MR5,Apply,Conceptual,Develop a sensor design with knowledge acquired from literature search and reviews from the class and BME seminar in Quarter 1.,,,,,
4814,64,Insert Learning Objective,2019-11-13 20:41:34,2019,387,,Teaching and Professional Service,DSK4,Create,Metacognitive,,,,,,
4815,64,Insert Deliverable,2019-11-13 20:42:15,2019,387,1000,,,,,,Run for Northland American College of Sports Medicine North Dakota Representative Position,Other Low,In progress,Q4,
4816,64,Insert Deliverable,2019-11-13 20:42:57,2019,387,1001,,,,,,Teach HNES 374: Resistance Training and Cardiovascular Conditioning Methods,Other Low,In progress,Q1,
4817,50,Insert Deliverable,2019-11-13 21:49:28,2019,199,1002,,,,,,Understand the characteristic features of the different ECG leads and there positions,Review of others evidence,Completed,Q2,
4818,50,Insert Deliverable,2019-11-13 21:55:08,2019,199,1003,,,,,,Take Cardiovascular Fundamentals class on Udemy,Homework,Completed,Q1,
4819,50,Update Deliverable,2019-11-13 22:22:24,2019,199,1003,,,,,,Take Cardiovascular Fundamentals class on Udemy,Homework,Completed,Q1,
4831,77,Login,2019-11-14 03:34:06,2019,,,,,,,,,,,,
4832,77,Update Deliverable,2019-11-14 04:34:45,2019,286,981,,,,,,study and practice how to record ECG,Standard operating procedures,Completed,Q1,
4833,77,Update Deliverable,2019-11-14 04:35:58,2019,286,982,,,,,,study and practice how to record PPG,Standard operating procedures,Completed,Q1,
4834,77,Update Deliverable,2019-11-14 04:36:30,2019,286,983,,,,,,study and practice how to record Blood pressure using finapress and how it can be interfaced with bi,Standard operating procedures,Completed,Q1,
4835,40,Login,2019-11-14 08:22:44,2019,,,,,,,,,,,,
4836,37,Login,2019-11-14 09:18:06,2019,,,,,,,,,,,,
4837,33,Login,2019-11-14 09:25:57,2019,,,,,,,,,,,,
4838,33,Login,2019-11-14 09:26:55,2019,,,,,,,,,,,,
4839,33,Insert Deliverable,2019-11-14 10:39:33,2019,367,1006,,,,,,CV Fundamentals Learning,Homework,In progress,Q4,
4840,33,Update Deliverable,2019-11-14 10:39:59,2019,155,862,,,,,,3rd Presentation Creation,Other Low,Completed,Q3,
4841,33,Delete Deliverable,2019-11-14 10:40:13,2019,155,443,,,,,,,,,,
4842,33,Update Deliverable,2019-11-14 10:40:27,2019,104,858,,,,,,Review Feedback for Presentation 2,In-class Survey,Completed,Q3,
4843,33,Update Deliverable,2019-11-14 10:40:43,2019,157,445,,,,,,New Tissue Research Tech,Other Med,Completed,Q2,
4844,33,Update Deliverable,2019-11-14 10:40:53,2019,157,446,,,,,,Single Topic Composition of Paper w/o group,Other Med,Completed,Q2,
4845,33,Update Deliverable,2019-11-14 10:41:14,2019,157,123,,,,,,Combine Individual Efforts into a Paper,Refereed journal manuscripts,In progress,Q3,
4846,33,Update Deliverable,2019-11-14 10:41:29,2019,156,444,,,,,,Development of Final Summarized Presentation of Subject,Other Med,In progress,Q3,
4847,33,Insert Deliverable,2019-11-14 10:42:03,2019,156,1007,,,,,,Submission To Prof.,Other High,In progress,Q3,
4848,33,Update Deliverable,2019-11-14 10:42:20,2019,104,441,,,,,,3rd Presentation,Other Low,Completed,Q3,
4849,33,Update Deliverable,2019-11-14 10:42:31,2019,104,860,,,,,,Listening to Presentations 3,In-class Survey,Completed,Q3,
4850,33,Delete Deliverable,2019-11-14 10:44:18,2019,367,830,,,,,,,,,,
4851,33,Delete Deliverable,2019-11-14 10:44:24,2019,367,831,,,,,,,,,,
4852,33,Update Deliverable,2019-11-14 10:44:49,2019,156,735,,,,,,Practice Presentation,Other Med,Not Started,Q4,
4853,33,Update Deliverable,2019-11-14 10:45:42,2019,367,835,,,,,,Chapter Reading 4,Homework,Completed,Q3,
4854,33,Update Deliverable,2019-11-14 10:45:52,2019,367,834,,,,,,Chapter Reading 3,Homework,Not Started,Q3,
4855,33,Update Deliverable,2019-11-14 10:46:01,2019,367,855,,,,,,Chapter Reading 6,Homework,Not Started,Q4,
4856,33,Update Deliverable,2019-11-14 10:46:10,2019,367,834,,,,,,Chapter Reading 3,Homework,Not Started,Q4,
4857,78,Login,2019-11-14 09:48:55,2019,,,,,,,,,,,,
4858,62,Login,2019-11-14 09:54:53,2019,,,,,,,,,,,,
4860,62,Insert Learning Objective,2019-11-14 11:06:54,2019,388,,Learn Fundamentals Of CardiVascular System,DSK0,Understand,Conceptual,,,,,,
4862,62,Insert Deliverable,2019-11-14 11:07:57,2019,388,1008,,,,,,Chapter 1,Homework,Completed,Q1,
4863,62,Insert Deliverable,2019-11-14 11:08:25,2019,388,1009,,,,,,Chapter 2,Homework,Completed,Q1,
4864,62,Insert Deliverable,2019-11-14 11:08:49,2019,388,1010,,,,,,Chapter 3,Homework,Completed,Q2,
4869,37,Update Learning Objective,2019-11-14 11:50:51,2019,166,,Learn CV fundamentals.,DSK1,Understand,Conceptual,I'll show understanding by asking relevant questions about the chapter readings. I'll show understanding by demonstrating knowledge in a paper abstract submitted to the 2020 RMBS.,,,,,
4870,37,Update Learning Objective,2019-11-14 11:51:37,2019,166,,Learn CV fundamental concepts.,DSK1,Understand,Conceptual,I'll show understanding by asking relevant questions about the chapter readings. I'll show understanding by demonstrating knowledge in a paper abstract submitted to the 2020 RMBS.,,,,,
4873,69,Login,2019-11-14 11:23:34,2019,,,,,,,,,,,,
4879,75,Login,2019-11-14 12:30:42,2019,,,,,,,,,,,,
4882,40,Login,2019-11-14 12:34:47,2019,,,,,,,,,,,,
4883,37,Login,2019-11-14 12:34:48,2019,,,,,,,,,,,,
4884,52,Login,2019-11-14 12:34:51,2019,,,,,,,,,,,,
4885,46,Login,2019-11-14 12:34:53,2019,,,,,,,,,,,,
4886,43,Login,2019-11-14 12:35:05,2019,,,,,,,,,,,,
4887,40,Update Learning Objective,2019-11-14 13:35:11,2019,128,,What i want to learn from class,DSK0,Understand,Conceptual,Anatomy Physiology and working principle of heart its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased condition,,,,,
4888,43,Login,2019-11-14 12:35:16,2019,,,,,,,,,,,,
4889,37,Update Learning Objective,2019-11-14 13:35:35,2019,166,,Learn CV fundamental concepts.,DSK0,Understand,Conceptual,I'll show understanding by asking relevant questions about the chapter readings. I'll show understanding by demonstrating knowledge in a paper abstract submitted to the 2020 RMBS.,,,,,
4891,43,Insert Learning Objective,2019-11-14 13:36:04,2019,389,,Fundamentals of Cardiovascular Topics,DSK0,,,,,,,,
4892,52,Insert Learning Objective,2019-11-14 13:36:41,2019,390,,Demonstrate that you know the fundamental CV concepts,DSK0,Remember,Factual,,,,,,
4893,52,Insert Deliverable,2019-11-14 13:37:18,2019,390,1012,,,,,,Cardiovascular cycle notes,Homework,In progress,Q2,
4894,75,Insert Learning Objective,2019-11-14 13:37:23,2019,391,,Understand fundamental CV concepts and heart failure,DSK0,Understand,Conceptual,,,,,,
4896,75,Insert Deliverable,2019-11-14 13:38:10,2019,391,1014,,,,,,Understand functional block diagram of CV system,Homework,Completed,Q1,
4898,52,Insert Deliverable,2019-11-14 13:38:33,2019,390,1016,,,,,,Arterial system,Homework,Not Started,Q4,
4899,52,Insert Deliverable,2019-11-14 13:38:51,2019,390,1017,,,,,,Time Domain,Homework,In progress,Q3,
4901,75,Insert Deliverable,2019-11-14 13:39:09,2019,391,1018,,,,,,Understand how pressure volume loop changes during heart failure,Other Low,Completed,Q2,
4902,75,Update Deliverable,2019-11-14 13:39:30,2019,391,1018,,,,,,Understand how pressure volume loop changes during heart failure,Other Low,Completed,Q3,
4903,43,Insert Deliverable,2019-11-14 13:40:40,2019,389,1019,,,,,,Functional Block Diagram,Review of others evidence,In progress,Q4,
4904,75,Insert Deliverable,2019-11-14 13:40:42,2019,391,1020,,,,,,Relate pressure volume loop changes during heart failure to ACG changes,Other Low,Not Started,Q4,
4905,52,Login,2019-11-14 12:41:15,2019,,,,,,,,,,,,
4906,43,Update Learning Objective,2019-11-14 13:41:15,2019,389,,Fundamentals of Cardiovascular Topics (5 pillars of CV),DSK0,,,,,,,,
4907,75,Update Deliverable,2019-11-14 13:41:16,2019,391,1014,,,,,,Understand CV fundamentals,documented general assistance to others in the class,Completed,Q1,
4908,75,Update Deliverable,2019-11-14 13:41:37,2019,391,1014,,,,,,Understand CV fundamentals,documented general assistance to others in the class,Not Started,Q1,
4909,43,Insert Deliverable,2019-11-14 13:41:51,2019,389,1021,,,,,,R and C Principles,Review of others evidence,In progress,Q4,
4910,52,Update Deliverable,2019-11-14 13:41:53,2019,390,1012,,,,,,Functional block diagram,Homework,In progress,Q2,
4911,43,Insert Deliverable,2019-11-14 13:42:19,2019,389,1022,,,,,,PV Loops and Time Domain,Review of others evidence,In progress,Q4,
4912,52,Update Deliverable,2019-11-14 13:42:26,2019,390,1017,,,,,,PV loops/time Domain,Homework,In progress,Q3,
4913,43,Insert Deliverable,2019-11-14 13:42:34,2019,389,1023,,,,,,ECG,Review of others evidence,In progress,Q4,
4914,52,Insert Deliverable,2019-11-14 13:42:58,2019,390,1024,,,,,,R and C principles,Homework,In progress,Q2,
4915,43,Insert Deliverable,2019-11-14 13:43:00,2019,389,1025,,,,,,Arterial System,Review of others evidence,In progress,Q4,
4916,52,Insert Deliverable,2019-11-14 13:43:19,2019,390,1026,,,,,,ECG,Homework,In progress,Q3,
4917,43,Delete Deliverable,2019-11-14 13:43:31,2019,240,290,,,,,,,,,,
4918,43,Insert Deliverable,2019-11-14 13:44:08,2019,240,1027,,,,,,Get the site reviewed by external experts in the CV field,Other Med,In progress,Q4,
4919,42,Login,2019-11-14 12:44:10,2019,,,,,,,,,,,,
4920,42,Login,2019-11-14 12:44:16,2019,,,,,,,,,,,,
4921,54,Login,2019-11-14 12:44:57,2019,,,,,,,,,,,,
4922,42,Update Learning Objective,2019-11-14 13:49:16,2019,195,,Understand Biometric Identity Based on Heartbeat,DSK0,Understand,Conceptual,To develop ECG biometrics (my team's goal) I want to ensure I understand what makes an individual's heartbeat unique.,,,,,
4925,54,Login,2019-11-14 12:49:57,2019,,,,,,,,,,,,
4926,54,Insert Learning Objective,2019-11-14 13:51:20,2019,392,,Cardiovascular Engineering Concepts,DSK0,Understand,Conceptual,,,,,,
4927,54,Insert Deliverable,2019-11-14 13:52:06,2019,392,1028,,,,,,Functional Block Diagram,Homework,Completed,Q4,
4928,54,Insert Deliverable,2019-11-14 13:52:56,2019,392,1029,,,,,,Resistance and Compliance,Review of others evidence,Completed,Q4,
4929,54,Insert Deliverable,2019-11-14 13:53:24,2019,392,1030,,,,,,Arterial System,Review of others evidence,Not Started,Q4,
4930,43,Update Learning Objective,2019-11-14 13:54:28,2019,389,,Fundamentals of Cardiovascular Topics (5 pillars of CV),DSK0,,,Learn about the 5 fundamental pillars of cardiovascular.,,,,,
4931,64,Login,2019-11-14 12:54:54,2019,,,,,,,,,,,,
4932,64,Login,2019-11-14 12:55:03,2019,,,,,,,,,,,,
4934,64,Insert Deliverable,2019-11-14 13:55:33,2019,364,1031,,,,,,Microsoft Sway,Other Low,In progress,Q4,
4935,43,Update Deliverable,2019-11-14 13:55:34,2019,171,882,,,,,,Create an about us page for the Website,Other Low,In progress,Q3,
4937,54,Insert Deliverable,2019-11-14 13:56:18,2019,392,1033,,,,,,Electrical Axis,Homework,Completed,Q4,
4938,54,Update Deliverable,2019-11-14 13:56:39,2019,189,920,,,,,,Meeting Minutes 11/15,Standard operating procedures,Not Started,Q3,
4941,54,Update Learning Objective,2019-11-14 13:57:28,2019,189,,Will be able to demonstrate my ability to work as a team micromanager.,DSK1,Analyze,Metacognitive,Will create and record weekly meeting minutes as well as start power points.,,,,,
4943,54,Update Learning Objective,2019-11-14 13:57:38,2019,190,,Understand how genes play an important role in the cardiovascular system.,DSK3,Understand,Conceptual,Will learn basic genomics and how to relate that back to cardiovascular engineering.,,,,,
4945,54,Update Learning Objective,2019-11-14 13:58:11,2019,189,,Will be able to demonstrate my ability to work as a team micromanager.,DSK2,Analyze,Metacognitive,Will create and record weekly meeting minutes as well as start power points.,,,,,
4948,64,Update Learning Objective,2019-11-14 13:58:56,2019,379,,Basic Cardiovascular Principles,DSK0,,Factual,Understand the basic cardiovascular principles.,,,,,
4949,54,Update Deliverable,2019-11-14 13:59:12,2019,392,1028,,,,,,Functional Block Diagram,Homework,In progress,Q3,
4950,54,Update Deliverable,2019-11-14 13:59:25,2019,392,1029,,,,,,Resistance and Compliance,Review of others evidence,In progress,Q4,
4951,54,Update Deliverable,2019-11-14 13:59:46,2019,392,1033,,,,,,Electrical Axis,Homework,In progress,Q3,
4952,54,Update Deliverable,2019-11-14 13:59:56,2019,392,1029,,,,,,Resistance and Compliance,Review of others evidence,In progress,Q3,
4953,42,Insert Learning Objective,2019-11-14 14:00:41,2019,394,,Remaining 4 Pillars of CV,DSK0,Understand,Conceptual,,,,,,
4954,54,Delete Deliverable,2019-11-14 14:00:41,2019,191,922,,,,,,,,,,
4955,54,Delete Deliverable,2019-11-14 14:01:20,2019,191,395,,,,,,,,,,
4956,42,Insert Deliverable,2019-11-14 14:02:44,2019,394,1037,,,,,,Annotated Pressure Volume Loop,Homework,Completed,Q2,
4957,62,Login,2019-11-14 13:03:53,2019,,,,,,,,,,,,
4959,45,Login,2019-11-14 13:04:58,2019,,,,,,,,,,,,
4960,45,Login,2019-11-14 13:05:03,2019,,,,,,,,,,,,
